2026-05-09T09:16:11+0800 [INFO] 开始质量评分
2026-05-09T09:16:11+0800 [DEBUG] [1/668] 2026-04-21-ai-agents-for-beginners.json: 等级 B, 分数 79/100
2026-05-09T09:16:12+0800 [DEBUG] [429/668] 2026-05-02-show-hn-pu-sh-a-full-coding-agent-harness-in-400-lines-of-shell.json: 等级 B, 分数 80/100
2026-05-09T09:16:12+0800 [DEBUG] [430/668] 2026-05-02-skills.json: 等级 B, 分数 77/100
2026-05-09T09:16:12+0800 [DEBUG] [431/668] 2026-05-02-spotify-adds-verified-badges-to-distinguish-human-artists-from-ai.json: 等级 B, 分数 73/100
2026-05-09T09:16:12+0800 [DEBUG] [432/668] 2026-05-02-superpowers.json: 等级 A, 分数 86/100
2026-05-09T09:16:12+0800 [DEBUG] [433/668] 2026-05-02-system-prompts-and-models-of-ai-tools.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [434/668] 2026-05-02-the-abstraction-fallacy-why-ai-can-simulate-but-not-instantiate-consciousness.json: 等级 B, 分数 76/100
2026-05-09T09:16:12+0800 [DEBUG] [435/668] 2026-05-02-the-zig-project-s-rationale-for-their-anti-ai-contribution-policy.json: 等级 B, 分数 78/100
2026-05-09T09:16:12+0800 [DEBUG] [436/668] 2026-05-02-transformers.json: 等级 A, 分数 91/100
2026-05-09T09:16:12+0800 [DEBUG] [437/668] 2026-05-02-uber-torches-2026-ai-budget-on-claude-code-in-four-months.json: 等级 B, 分数 78/100
2026-05-09T09:16:12+0800 [DEBUG] [438/668] 2026-05-02-why-ai-companies-want-you-to-be-afraid-of-them.json: 等级 B, 分数 73/100
2026-05-09T09:16:12+0800 [DEBUG] [439/668] 2026-05-02-your-ceo-is-suffering-from-ai-psychosis.json: 等级 B, 分数 73/100
2026-05-09T09:16:12+0800 [DEBUG] [440/668] 2026-05-03-ai-self-preferencing-in-algorithmic-hiring-empirical-evidence-and-insights.json: 等级 B, 分数 78/100
2026-05-09T09:16:12+0800 [DEBUG] [441/668] 2026-05-03-ai-uses-less-water-than-the-public-thinks.json: 等级 B, 分数 73/100
2026-05-09T09:16:12+0800 [DEBUG] [442/668] 2026-05-03-claude-ai-and-api-unavailable-fixed.json: 等级 B, 分数 75/100
2026-05-09T09:16:12+0800 [DEBUG] [443/668] 2026-05-03-claude-code.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [444/668] 2026-05-03-comfyui.json: 等级 B, 分数 78/100
2026-05-09T09:16:12+0800 [DEBUG] [445/668] 2026-05-03-dify.json: 等级 A, 分数 90/100
2026-05-09T09:16:12+0800 [DEBUG] [446/668] 2026-05-03-firecrawl.json: 等级 A, 分数 84/100
2026-05-09T09:16:12+0800 [DEBUG] [447/668] 2026-05-03-langchain.json: 等级 A, 分数 90/100
2026-05-09T09:16:12+0800 [DEBUG] [448/668] 2026-05-03-langflow.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [449/668] 2026-05-03-mike-open-source-legal-ai.json: 等级 B, 分数 76/100
2026-05-09T09:16:12+0800 [DEBUG] [450/668] 2026-05-03-open-design-use-your-coding-agent-as-a-design-engine.json: 等级 B, 分数 78/100
2026-05-09T09:16:12+0800 [DEBUG] [451/668] 2026-05-03-open-webui.json: 等级 A, 分数 86/100
2026-05-09T09:16:12+0800 [DEBUG] [452/668] 2026-05-03-our-agent-found-a-bug-with-wireguard-in-google-kubernetes-engine.json: 等级 B, 分数 78/100
2026-05-09T09:16:12+0800 [DEBUG] [453/668] 2026-05-03-shai-hulud-themed-malware-found-in-the-pytorch-lightning-ai-training-library.json: 等级 A, 分数 80/100
2026-05-09T09:16:12+0800 [DEBUG] [454/668] 2026-05-03-show-hn-agent-desktop-native-desktop-automation-cli-for-ai-agents.json: 等级 A, 分数 84/100
2026-05-09T09:16:12+0800 [DEBUG] [455/668] 2026-05-03-show-hn-ai-cad-harness.json: 等级 A, 分数 80/100
2026-05-09T09:16:12+0800 [DEBUG] [456/668] 2026-05-03-show-hn-mljar-studio-local-ai-data-analyst-that-saves-analysis-as-notebooks.json: 等级 B, 分数 78/100
2026-05-09T09:16:12+0800 [DEBUG] [457/668] 2026-05-03-show-hn-pu-sh-a-full-coding-agent-harness-in-400-lines-of-shell.json: 等级 A, 分数 84/100
2026-05-09T09:16:12+0800 [DEBUG] [458/668] 2026-05-03-spotify-adds-verified-badges-to-distinguish-human-artists-from-ai.json: 等级 B, 分数 76/100
2026-05-09T09:16:12+0800 [DEBUG] [459/668] 2026-05-03-system-prompts-and-models-of-ai-tools.json: 等级 B, 分数 78/100
2026-05-09T09:16:12+0800 [DEBUG] [460/668] 2026-05-03-the-agent-harness-belongs-outside-the-sandbox.json: 等级 A, 分数 84/100
2026-05-09T09:16:12+0800 [DEBUG] [461/668] 2026-05-03-the-zig-project-s-rationale-for-their-anti-ai-contribution-policy.json: 等级 B, 分数 78/100
2026-05-09T09:16:12+0800 [DEBUG] [462/668] 2026-05-03-uber-torches-2026-ai-budget-on-claude-code-in-four-months.json: 等级 B, 分数 76/100
2026-05-09T09:16:12+0800 [DEBUG] [463/668] 2026-05-04-ai-intimacy-and-the-data-you-never-meant-to-share.json: 等级 B, 分数 73/100
2026-05-09T09:16:12+0800 [DEBUG] [464/668] 2026-05-04-ai-self-preferencing-in-algorithmic-hiring-empirical-evidence-and-insights.json: 等级 A, 分数 80/100
2026-05-09T09:16:12+0800 [DEBUG] [465/668] 2026-05-04-autogpt.json: 等级 A, 分数 84/100
2026-05-09T09:16:12+0800 [DEBUG] [466/668] 2026-05-04-claude-code.json: 等级 B, 分数 78/100
2026-05-09T09:16:12+0800 [DEBUG] [467/668] 2026-05-04-comfyui.json: 等级 B, 分数 78/100
2026-05-09T09:16:12+0800 [DEBUG] [468/668] 2026-05-04-deepclaude-claude-code-agent-loop-with-deepseek-v4-pro-17x-cheaper.json: 等级 A, 分数 87/100
2026-05-09T09:16:12+0800 [DEBUG] [469/668] 2026-05-04-dify.json: 等级 A, 分数 85/100
2026-05-09T09:16:12+0800 [DEBUG] [470/668] 2026-05-04-everything-claude-code.json: 等级 B, 分数 78/100
2026-05-09T09:16:12+0800 [DEBUG] [471/668] 2026-05-04-firecrawl.json: 等级 B, 分数 80/100
2026-05-09T09:16:12+0800 [DEBUG] [472/668] 2026-05-04-hermes-agent.json: 等级 B, 分数 79/100
2026-05-09T09:16:12+0800 [DEBUG] [473/668] 2026-05-04-javaguide.json: 等级 B, 分数 78/100
2026-05-09T09:16:12+0800 [DEBUG] [474/668] 2026-05-04-langchain.json: 等级 A, 分数 92/100
2026-05-09T09:16:12+0800 [DEBUG] [475/668] 2026-05-04-langflow.json: 等级 A, 分数 85/100
2026-05-09T09:16:12+0800 [DEBUG] [476/668] 2026-05-04-n8n.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [477/668] 2026-05-04-ollama.json: 等级 A, 分数 84/100
2026-05-09T09:16:12+0800 [DEBUG] [478/668] 2026-05-04-open-design-use-your-coding-agent-as-a-design-engine.json: 等级 A, 分数 80/100
2026-05-09T09:16:12+0800 [DEBUG] [479/668] 2026-05-04-open-webui.json: 等级 A, 分数 84/100
2026-05-09T09:16:12+0800 [DEBUG] [480/668] 2026-05-04-opencode.json: 等级 B, 分数 78/100
2026-05-09T09:16:12+0800 [DEBUG] [481/668] 2026-05-04-our-agent-found-a-bug-with-wireguard-in-google-kubernetes-engine.json: 等级 B, 分数 80/100
2026-05-09T09:16:12+0800 [DEBUG] [482/668] 2026-05-04-prompts-chat.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [483/668] 2026-05-04-show-hn-agent-desktop-native-desktop-automation-cli-for-ai-agents.json: 等级 A, 分数 84/100
2026-05-09T09:16:12+0800 [DEBUG] [484/668] 2026-05-04-show-hn-ai-cad-harness.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [485/668] 2026-05-04-show-hn-filling-pdf-forms-with-ai-using-client-side-tool-calling.json: 等级 A, 分数 84/100
2026-05-09T09:16:12+0800 [DEBUG] [486/668] 2026-05-04-show-hn-loopsy-a-way-for-terminals-and-ai-agents-on-different-machines-to-talk.json: 等级 B, 分数 75/100
2026-05-09T09:16:12+0800 [DEBUG] [487/668] 2026-05-04-show-hn-mljar-studio-local-ai-data-analyst-that-saves-analysis-as-notebooks.json: 等级 B, 分数 78/100
2026-05-09T09:16:12+0800 [DEBUG] [488/668] 2026-05-04-show-hn-pu-sh-a-full-coding-agent-harness-in-400-lines-of-shell.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [489/668] 2026-05-04-skills.json: 等级 B, 分数 80/100
2026-05-09T09:16:12+0800 [DEBUG] [490/668] 2026-05-04-specsmaxxing-on-overcoming-ai-psychosis-and-why-i-write-specs-in-yaml.json: 等级 B, 分数 76/100
2026-05-09T09:16:12+0800 [DEBUG] [491/668] 2026-05-04-spotify-adds-verified-badges-to-distinguish-human-artists-from-ai.json: 等级 B, 分数 73/100
2026-05-09T09:16:12+0800 [DEBUG] [492/668] 2026-05-04-superpowers.json: 等级 A, 分数 84/100
2026-05-09T09:16:12+0800 [DEBUG] [493/668] 2026-05-04-system-prompts-and-models-of-ai-tools.json: 等级 B, 分数 78/100
2026-05-09T09:16:12+0800 [DEBUG] [494/668] 2026-05-04-the-agent-harness-belongs-outside-the-sandbox.json: 等级 A, 分数 84/100
2026-05-09T09:16:12+0800 [DEBUG] [495/668] 2026-05-04-the-claude-delusion-richard-dawkins-believes-his-ai-chatbot-is-conscious.json: 等级 B, 分数 73/100
2026-05-09T09:16:12+0800 [DEBUG] [496/668] 2026-05-04-the-oscars-just-banned-ai-from-winning-acting-and-writing-awards.json: 等级 B, 分数 73/100
2026-05-09T09:16:12+0800 [DEBUG] [497/668] 2026-05-04-transformers.json: 等级 A, 分数 94/100
2026-05-09T09:16:12+0800 [DEBUG] [498/668] 2026-05-04-uber-torches-2026-ai-budget-on-claude-code-in-four-months.json: 等级 B, 分数 73/100
2026-05-09T09:16:12+0800 [DEBUG] [499/668] 2026-05-04-voice-ai-for-beginners-a-curated-learning-path-for-developers.json: 等级 B, 分数 76/100
2026-05-09T09:16:12+0800 [DEBUG] [500/668] 2026-05-05-agent-skills.json: 等级 A, 分数 86/100
2026-05-09T09:16:12+0800 [DEBUG] [501/668] 2026-05-05-ai-intimacy-and-the-data-you-never-meant-to-share.json: 等级 B, 分数 73/100
2026-05-09T09:16:12+0800 [DEBUG] [502/668] 2026-05-05-ai-self-preferencing-in-algorithmic-hiring-empirical-evidence-and-insights.json: 等级 B, 分数 78/100
2026-05-09T09:16:12+0800 [DEBUG] [503/668] 2026-05-05-ai-uses-less-water-than-the-public-thinks.json: 等级 B, 分数 73/100
2026-05-09T09:16:12+0800 [DEBUG] [504/668] 2026-05-05-autogpt.json: 等级 A, 分数 80/100
2026-05-09T09:16:12+0800 [DEBUG] [505/668] 2026-05-05-claude-code.json: 等级 A, 分数 80/100
2026-05-09T09:16:12+0800 [DEBUG] [506/668] 2026-05-05-comfyui.json: 等级 A, 分数 80/100
2026-05-09T09:16:12+0800 [DEBUG] [507/668] 2026-05-05-deepclaude-claude-code-agent-loop-with-deepseek-v4-pro.json: 等级 A, 分数 87/100
2026-05-09T09:16:12+0800 [DEBUG] [508/668] 2026-05-05-dify.json: 等级 A, 分数 91/100
2026-05-09T09:16:12+0800 [DEBUG] [509/668] 2026-05-05-everything-claude-code.json: 等级 B, 分数 78/100
2026-05-09T09:16:12+0800 [DEBUG] [510/668] 2026-05-05-firecrawl.json: 等级 A, 分数 80/100
2026-05-09T09:16:12+0800 [DEBUG] [511/668] 2026-05-05-hermes-agent.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [512/668] 2026-05-05-how-openai-delivers-low-latency-voice-ai-at-scale.json: 等级 A, 分数 86/100
2026-05-09T09:16:12+0800 [DEBUG] [513/668] 2026-05-05-langchain.json: 等级 A, 分数 92/100
2026-05-09T09:16:12+0800 [DEBUG] [514/668] 2026-05-05-langflow.json: 等级 B, 分数 79/100
2026-05-09T09:16:12+0800 [DEBUG] [515/668] 2026-05-05-n8n.json: 等级 A, 分数 80/100
2026-05-09T09:16:12+0800 [DEBUG] [516/668] 2026-05-05-ollama.json: 等级 A, 分数 84/100
2026-05-09T09:16:12+0800 [DEBUG] [517/668] 2026-05-05-open-design-use-your-coding-agent-as-a-design-engine.json: 等级 B, 分数 78/100
2026-05-09T09:16:12+0800 [DEBUG] [518/668] 2026-05-05-open-webui.json: 等级 A, 分数 87/100
2026-05-09T09:16:12+0800 [DEBUG] [519/668] 2026-05-05-openai-google-and-microsoft-back-bill-to-fund-ai-literacy-in-schools.json: 等级 B, 分数 73/100
2026-05-09T09:16:12+0800 [DEBUG] [520/668] 2026-05-05-openclaw.json: 等级 B, 分数 75/100
2026-05-09T09:16:12+0800 [DEBUG] [521/668] 2026-05-05-opencode.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [522/668] 2026-05-05-prompts-chat.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [523/668] 2026-05-05-show-hn-agent-desktop-native-desktop-automation-cli-for-ai-agents.json: 等级 A, 分数 88/100
2026-05-09T09:16:12+0800 [DEBUG] [524/668] 2026-05-05-show-hn-ai-cad-harness.json: 等级 A, 分数 80/100
2026-05-09T09:16:12+0800 [DEBUG] [525/668] 2026-05-05-show-hn-filling-pdf-forms-with-ai-using-client-side-tool-calling.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [526/668] 2026-05-05-show-hn-loopsy-a-way-for-terminals-and-ai-agents-on-different-machines-to-talk.json: 等级 B, 分数 75/100
2026-05-09T09:16:12+0800 [DEBUG] [527/668] 2026-05-05-show-hn-mljar-studio-local-ai-data-analyst-that-saves-analysis-as-notebooks.json: 等级 A, 分数 83/100
2026-05-09T09:16:12+0800 [DEBUG] [528/668] 2026-05-05-skills.json: 等级 B, 分数 80/100
2026-05-09T09:16:12+0800 [DEBUG] [529/668] 2026-05-05-specsmaxxing-on-overcoming-ai-psychosis-and-why-i-write-specs-in-yaml.json: 等级 B, 分数 76/100
2026-05-09T09:16:12+0800 [DEBUG] [530/668] 2026-05-05-spotify-adds-verified-badges-to-distinguish-human-artists-from-ai.json: 等级 B, 分数 73/100
2026-05-09T09:16:12+0800 [DEBUG] [531/668] 2026-05-05-superpowers.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [532/668] 2026-05-05-system-prompts-and-models-of-ai-tools.json: 等级 B, 分数 80/100
2026-05-09T09:16:12+0800 [DEBUG] [533/668] 2026-05-05-the-agent-harness-belongs-outside-the-sandbox.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [534/668] 2026-05-05-transformers.json: 等级 A, 分数 93/100
2026-05-09T09:16:12+0800 [DEBUG] [535/668] 2026-05-05-uber-torches-2026-ai-budget-on-claude-code-in-four-months.json: 等级 B, 分数 76/100
2026-05-09T09:16:12+0800 [DEBUG] [536/668] 2026-05-05-voice-ai-for-beginners-a-curated-learning-path-for-developers.json: 等级 B, 分数 76/100
2026-05-09T09:16:12+0800 [DEBUG] [537/668] 2026-05-06-agent-skills.json: 等级 B, 分数 80/100
2026-05-09T09:16:12+0800 [DEBUG] [538/668] 2026-05-06-ai-didn-t-delete-your-database-you-did.json: 等级 B, 分数 76/100
2026-05-09T09:16:12+0800 [DEBUG] [539/668] 2026-05-06-ai-intimacy-and-the-data-you-never-meant-to-share.json: 等级 B, 分数 73/100
2026-05-09T09:16:12+0800 [DEBUG] [540/668] 2026-05-06-ai-self-preferencing-in-algorithmic-hiring-empirical-evidence-and-insights.json: 等级 B, 分数 78/100
2026-05-09T09:16:12+0800 [DEBUG] [541/668] 2026-05-06-autogpt.json: 等级 A, 分数 85/100
2026-05-09T09:16:12+0800 [DEBUG] [542/668] 2026-05-06-claude-code.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [543/668] 2026-05-06-comfyui.json: 等级 A, 分数 80/100
2026-05-09T09:16:12+0800 [DEBUG] [544/668] 2026-05-06-deepclaude-claude-code-agent-loop-with-deepseek-v4-pro.json: 等级 B, 分数 80/100
2026-05-09T09:16:12+0800 [DEBUG] [545/668] 2026-05-06-dify.json: 等级 A, 分数 88/100
2026-05-09T09:16:12+0800 [DEBUG] [546/668] 2026-05-06-everything-claude-code.json: 等级 B, 分数 78/100
2026-05-09T09:16:12+0800 [DEBUG] [547/668] 2026-05-06-firecrawl.json: 等级 B, 分数 72/100
2026-05-09T09:16:12+0800 [DEBUG] [548/668] 2026-05-06-generative-ai-for-beginners.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [549/668] 2026-05-06-google-chrome-silently-installs-a-4-gb-ai-model-on-your-device-without-consent.json: 等级 A, 分数 80/100
2026-05-09T09:16:12+0800 [DEBUG] [550/668] 2026-05-06-hermes-agent.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [551/668] 2026-05-06-how-openai-delivers-low-latency-voice-ai-at-scale.json: 等级 A, 分数 80/100
2026-05-09T09:16:12+0800 [DEBUG] [552/668] 2026-05-06-javaguide.json: 等级 B, 分数 76/100
2026-05-09T09:16:12+0800 [DEBUG] [553/668] 2026-05-06-langchain.json: 等级 A, 分数 88/100
2026-05-09T09:16:12+0800 [DEBUG] [554/668] 2026-05-06-langflow.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [555/668] 2026-05-06-n8n.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [556/668] 2026-05-06-ollama.json: 等级 A, 分数 84/100
2026-05-09T09:16:12+0800 [DEBUG] [557/668] 2026-05-06-open-design-use-your-coding-agent-as-a-design-engine.json: 等级 B, 分数 78/100
2026-05-09T09:16:12+0800 [DEBUG] [558/668] 2026-05-06-open-webui.json: 等级 A, 分数 84/100
2026-05-09T09:16:12+0800 [DEBUG] [559/668] 2026-05-06-openai-google-and-microsoft-back-bill-to-fund-ai-literacy-in-schools.json: 等级 B, 分数 73/100
2026-05-09T09:16:12+0800 [DEBUG] [560/668] 2026-05-06-openclaw.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [561/668] 2026-05-06-opencode.json: 等级 A, 分数 83/100
2026-05-09T09:16:12+0800 [DEBUG] [562/668] 2026-05-06-prompts-chat.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [563/668] 2026-05-06-show-hn-filling-pdf-forms-with-ai-using-client-side-tool-calling.json: 等级 B, 分数 78/100
2026-05-09T09:16:12+0800 [DEBUG] [564/668] 2026-05-06-show-hn-mljar-studio-local-ai-data-analyst-that-saves-analysis-as-notebooks.json: 等级 A, 分数 83/100
2026-05-09T09:16:12+0800 [DEBUG] [565/668] 2026-05-06-skills.json: 等级 B, 分数 75/100
2026-05-09T09:16:12+0800 [DEBUG] [566/668] 2026-05-06-specsmaxxing-on-overcoming-ai-psychosis-and-why-i-write-specs-in-yaml.json: 等级 B, 分数 76/100
2026-05-09T09:16:12+0800 [DEBUG] [567/668] 2026-05-06-superpowers.json: 等级 A, 分数 84/100
2026-05-09T09:16:12+0800 [DEBUG] [568/668] 2026-05-06-the-agent-harness-belongs-outside-the-sandbox.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [569/668] 2026-05-06-the-claude-delusion-richard-dawkins-believes-his-ai-chatbot-is-conscious.json: 等级 B, 分数 73/100
2026-05-09T09:16:12+0800 [DEBUG] [570/668] 2026-05-06-three-inverse-laws-of-ai.json: 等级 B, 分数 75/100
2026-05-09T09:16:12+0800 [DEBUG] [571/668] 2026-05-06-train-your-own-llm-from-scratch.json: 等级 A, 分数 85/100
2026-05-09T09:16:12+0800 [DEBUG] [572/668] 2026-05-06-transformers.json: 等级 A, 分数 91/100
2026-05-09T09:16:12+0800 [DEBUG] [573/668] 2026-05-06-voice-ai-for-beginners-a-curated-learning-path-for-developers.json: 等级 B, 分数 76/100
2026-05-09T09:16:12+0800 [DEBUG] [574/668] 2026-05-06-when-everyone-has-ai-and-the-company-still-learns-nothing.json: 等级 B, 分数 78/100
2026-05-09T09:16:12+0800 [DEBUG] [575/668] 2026-05-07-agent-skills.json: 等级 A, 分数 86/100
2026-05-09T09:16:12+0800 [DEBUG] [576/668] 2026-05-07-ai-didn-t-delete-your-database-you-did.json: 等级 B, 分数 76/100
2026-05-09T09:16:12+0800 [DEBUG] [577/668] 2026-05-07-ai-intimacy-and-the-data-you-never-meant-to-share.json: 等级 B, 分数 73/100
2026-05-09T09:16:12+0800 [DEBUG] [578/668] 2026-05-07-ai-product-graveyard.json: 等级 B, 分数 73/100
2026-05-09T09:16:12+0800 [DEBUG] [579/668] 2026-05-07-autogpt.json: 等级 A, 分数 88/100
2026-05-09T09:16:12+0800 [DEBUG] [580/668] 2026-05-07-awesome-llm-apps.json: 等级 A, 分数 84/100
2026-05-09T09:16:12+0800 [DEBUG] [581/668] 2026-05-07-claude-code.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [582/668] 2026-05-07-comfyui.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [583/668] 2026-05-07-deepclaude-claude-code-agent-loop-with-deepseek-v4-pro.json: 等级 A, 分数 87/100
2026-05-09T09:16:12+0800 [DEBUG] [584/668] 2026-05-07-dify.json: 等级 A, 分数 88/100
2026-05-09T09:16:12+0800 [DEBUG] [585/668] 2026-05-07-everything-claude-code.json: 等级 B, 分数 73/100
2026-05-09T09:16:12+0800 [DEBUG] [586/668] 2026-05-07-ffmpeg-developer-calls-out-oxideav-for-ai-license-laundering-of-his-code.json: 等级 B, 分数 76/100
2026-05-09T09:16:12+0800 [DEBUG] [587/668] 2026-05-07-firecrawl.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [588/668] 2026-05-07-google-chrome-silently-installs-a-4-gb-ai-model-on-your-device-without-consent.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [589/668] 2026-05-07-hermes-agent.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [590/668] 2026-05-07-how-openai-delivers-low-latency-voice-ai-at-scale.json: 等级 A, 分数 84/100
2026-05-09T09:16:12+0800 [DEBUG] [591/668] 2026-05-07-langchain.json: 等级 A, 分数 90/100
2026-05-09T09:16:12+0800 [DEBUG] [592/668] 2026-05-07-langflow.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [593/668] 2026-05-07-n8n.json: 等级 A, 分数 80/100
2026-05-09T09:16:12+0800 [DEBUG] [594/668] 2026-05-07-ollama.json: 等级 A, 分数 84/100
2026-05-09T09:16:12+0800 [DEBUG] [595/668] 2026-05-07-open-webui.json: 等级 A, 分数 84/100
2026-05-09T09:16:12+0800 [DEBUG] [596/668] 2026-05-07-openai-google-and-microsoft-back-bill-to-fund-ai-literacy-in-schools.json: 等级 B, 分数 73/100
2026-05-09T09:16:12+0800 [DEBUG] [597/668] 2026-05-07-openclaw.json: 等级 B, 分数 77/100
2026-05-09T09:16:12+0800 [DEBUG] [598/668] 2026-05-07-opencode.json: 等级 B, 分数 78/100
2026-05-09T09:16:12+0800 [DEBUG] [599/668] 2026-05-07-prompts-chat.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [600/668] 2026-05-07-show-hn-tilde-run-agent-sandbox-with-a-transactional-versioned-filesystem.json: 等级 A, 分数 80/100
2026-05-09T09:16:12+0800 [DEBUG] [601/668] 2026-05-07-skills.json: 等级 B, 分数 77/100
2026-05-09T09:16:12+0800 [DEBUG] [602/668] 2026-05-07-specsmaxxing-on-overcoming-ai-psychosis-and-why-i-write-specs-in-yaml.json: 等级 B, 分数 76/100
2026-05-09T09:16:12+0800 [DEBUG] [603/668] 2026-05-07-subq-a-sub-quadratic-llm-with-12m-token-context.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [604/668] 2026-05-07-superpowers.json: 等级 B, 分数 77/100
2026-05-09T09:16:12+0800 [DEBUG] [605/668] 2026-05-07-telus-uses-ai-to-alter-call-agent-accents.json: 等级 B, 分数 73/100
2026-05-09T09:16:12+0800 [DEBUG] [606/668] 2026-05-07-three-inverse-laws-of-ai.json: 等级 B, 分数 78/100
2026-05-09T09:16:12+0800 [DEBUG] [607/668] 2026-05-07-train-your-own-llm-from-scratch.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [608/668] 2026-05-07-transformers.json: 等级 A, 分数 93/100
2026-05-09T09:16:12+0800 [DEBUG] [609/668] 2026-05-07-when-everyone-has-ai-and-the-company-still-learns-nothing.json: 等级 B, 分数 76/100
2026-05-09T09:16:12+0800 [DEBUG] [610/668] 2026-05-07-wiki-builder-skill-to-build-llm-knowledge-bases.json: 等级 B, 分数 78/100
2026-05-09T09:16:12+0800 [DEBUG] [611/668] 2026-05-08-agent-harness-kit-scaffolding-for-multi-agent-workflows-mcp-provider-agnostic.json: 等级 A, 分数 85/100
2026-05-09T09:16:12+0800 [DEBUG] [612/668] 2026-05-08-agent-skills.json: 等级 B, 分数 80/100
2026-05-09T09:16:12+0800 [DEBUG] [613/668] 2026-05-08-ai-didn-t-delete-your-database-you-did.json: 等级 B, 分数 76/100
2026-05-09T09:16:12+0800 [DEBUG] [614/668] 2026-05-08-ai-product-graveyard.json: 等级 B, 分数 73/100
2026-05-09T09:16:12+0800 [DEBUG] [615/668] 2026-05-08-ai-slop-is-killing-online-communities.json: 等级 B, 分数 76/100
2026-05-09T09:16:12+0800 [DEBUG] [616/668] 2026-05-08-alphaevolve-gemini-powered-coding-agent-scaling-impact-across-fields.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [617/668] 2026-05-08-autogpt.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [618/668] 2026-05-08-claude-code.json: 等级 A, 分数 80/100
2026-05-09T09:16:12+0800 [DEBUG] [619/668] 2026-05-08-comfyui.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [620/668] 2026-05-08-dify.json: 等级 A, 分数 88/100
2026-05-09T09:16:12+0800 [DEBUG] [621/668] 2026-05-08-everything-claude-code.json: 等级 B, 分数 76/100
2026-05-09T09:16:12+0800 [DEBUG] [622/668] 2026-05-08-ffmpeg-developer-calls-out-oxideav-for-ai-license-laundering-of-his-code.json: 等级 B, 分数 76/100
2026-05-09T09:16:12+0800 [DEBUG] [623/668] 2026-05-08-firecrawl.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [624/668] 2026-05-08-google-chrome-silently-installs-a-4-gb-ai-model-on-your-device-without-consent.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [625/668] 2026-05-08-hermes-agent.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [626/668] 2026-05-08-how-openai-delivers-low-latency-voice-ai-at-scale.json: 等级 A, 分数 80/100
2026-05-09T09:16:12+0800 [DEBUG] [627/668] 2026-05-08-javaguide.json: 等级 A, 分数 81/100
2026-05-09T09:16:12+0800 [DEBUG] [628/668] 2026-05-08-langchain.json: 等级 A, 分数 86/100
2026-05-09T09:16:12+0800 [DEBUG] [629/668] 2026-05-08-langflow.json: 等级 A, 分数 82/100
2026-05-09T09:16:12+0800 [DEBUG] [630/668] 2026-05-08-making-llm-training-faster-with-unsloth-and-nvidia.json: 等级 B, 分数 80/100
